index,run,trial,onset,duration,town,pic,itemNum,resp,respRT,itemType,acc
1,1,1,1.002,30.5827,Town3,env3,1,?,28.2833,animal,0
2,1,1,1.002,30.5827,Town3,env3,2,?,1.352,face,0
3,1,1,1.002,30.5827,Town3,env3,3,?,0.9434,tool,0
4,1,2,31.6279,17.8779,Town8,env8,1,puppy,13.0689,animal,1
5,1,2,31.6279,17.8779,Town8,env8,2,beyonce,2.9438,face,1
6,1,2,31.6279,17.8779,Town8,env8,3,?,1.863,fruitveg,0
7,1,3,49.5481,12.9948,Town6,env6,1,mark zuckerberg,6.5693,tool,0
8,1,3,49.5481,12.9948,Town6,env6,2,cucumber,4.1848,animal,0
9,1,3,49.5481,12.9948,Town6,env6,3,scissor,2.2387,face,0
10,1,4,62.586,5.3654,Town5,env5,1,?,3.7085,face,0
11,1,4,62.586,5.3654,Town5,env5,2,?,0.671,animal,0
12,1,4,62.586,5.3654,Town5,env5,3,?,0.9839,fruitveg,0
13,1,5,67.9932,8.0175,Town4,env4,1,?,6.6966,tool,0
14,1,5,67.9932,8.0175,Town4,env4,2,?,0.6629,animal,0
15,1,5,67.9932,8.0175,Town4,env4,3,?,0.6561,face,0
16,1,6,76.0527,5.8287,Town9,env9,1,?,4.1333,fruitveg,0
17,1,6,76.0527,5.8287,Town9,env9,2,?,0.5744,face,0
18,1,6,76.0527,5.8287,Town9,env9,3,?,1.1191,tool,0
19,1,7,81.9233,3.4874,Town7,env7,1,?,1.7348,tool,0
20,1,7,81.9233,3.4874,Town7,env7,2,?,1.1671,animal,0
21,1,7,81.9233,3.4874,Town7,env7,3,?,0.5832,face,0
22,1,8,85.4524,9.7009,Town2,env2,1,mark zuckerberg,5.7977,face,1
23,1,8,85.4524,9.7009,Town2,env2,2,cucumber,2.5662,fruitveg,1
24,1,8,85.4524,9.7009,Town2,env2,3,scissor,1.3353,tool,1
25,1,9,95.1968,7.3138,Town12,env12,1,?,5.81,face,0
26,1,9,95.1968,7.3138,Town12,env12,2,?,0.7503,fruitveg,0
27,1,9,95.1968,7.3138,Town12,env12,3,?,0.7519,tool,0
28,1,10,102.5537,14.7884,Town1,env1,1,?,2.0843,face,0
29,1,10,102.5537,14.7884,Town1,env1,2,zebra,7.679,animal,1
30,1,10,102.5537,14.7884,Town1,env1,3,lettuce,5.0233,fruitveg,1
31,1,11,117.3847,13.802,Town10,env10,1,?,12.4257,animal,0
32,1,11,117.3847,13.802,Town10,env10,2,?,0.6713,face,0
33,1,11,117.3847,13.802,Town10,env10,3,?,0.7033,fruitveg,0
34,1,12,131.229,10.9338,Town11,env11,1,johnny deep,6.4699,face,1
35,1,12,131.229,10.9338,Town11,env11,2,carrot,1.5198,fruitveg,1
36,1,12,131.229,10.9338,Town11,env11,3,hammer,2.9422,tool,1
37,2,1,1.002,65.2171,Town10,env10,1,Katy Perry,54.722,face,1
38,2,1,1.002,65.2171,Town10,env10,2,Grapes,7.6439,fruitveg,1
39,2,1,1.002,65.2171,Town10,env10,3,Duck,2.8468,animal,1
40,2,2,66.2618,65.822,Town4,env4,1,Natalie Portman,17.5505,face,1
41,2,2,66.2618,65.822,Town4,env4,2,Crocodile,3.5825,animal,1
42,2,2,66.2618,65.822,Town4,env4,3,?,44.6873,tool,0
43,2,3,132.1254,20.474,Town3,env3,1,Emma Watson,9.3585,face,1
44,2,3,132.1254,20.474,Town3,env3,2,Bear,4.7306,animal,1
45,2,3,132.1254,20.474,Town3,env3,3,Screwdriver,6.3832,tool,1
46,2,4,152.6419,31.6988,Town9,env9,1,Paul,15.7651,face,1
47,2,4,152.6419,31.6988,Town9,env9,2,Banana,12.1406,fruitveg,1
48,2,4,152.6419,31.6988,Town9,env9,3,wrench,3.7913,tool,1
49,2,5,184.3838,16.6423,Town5,env5,1,Benedict,8.6407,face,1
50,2,5,184.3838,16.6423,Town5,env5,2,Watermelon,5.192,fruitveg,1
51,2,5,184.3838,16.6423,Town5,env5,3,Flamengo,2.8078,animal,1
52,2,6,201.0678,12.5892,Town7,env7,1,Beyonce,5.613,face,0
53,2,6,201.0678,12.5892,Town7,env7,2,Puppy,4.4552,animal,0
54,2,6,201.0678,12.5892,Town7,env7,3,Oranges,2.5193,tool,0
55,2,7,213.6992,10.1181,Town12,env12,1,Zooey,6.966,face,1
