index,run,trial,onset,duration,town,pic,itemNum,resp,respRT,itemType,acc
1,1,1,1.001,48.0883,Town12,env12,1,stapler,34.0683,tool,1
2,1,1,1.001,48.0883,Town12,env12,2,zooey deschanel,11.2651,face,1
3,1,1,1.001,48.0883,Town12,env12,3,apple,2.751,fruitveg,1
4,1,2,49.1355,59.7738,Town5,env5,1,emma watson,14.4616,face,0
5,1,2,49.1355,59.7738,Town5,env5,2,bear,41.4059,animal,0
6,1,2,49.1355,59.7738,Town5,env5,3,screwdriver,3.9044,fruitveg,0
7,1,3,108.9557,40.932,Town3,env3,1,clooney,32.0998,face,0
8,1,3,108.9557,40.932,Town3,env3,2,zebra,3.8639,animal,0
9,1,3,108.9557,40.932,Town3,env3,3,lettuce,4.9666,tool,0
10,1,4,149.9348,65.6763,Town7,env7,1,jim parsons,8.5499,face,1
11,1,4,149.9348,65.6763,Town7,env7,2,giraffe,22.5289,animal,1
12,1,4,149.9348,65.6763,Town7,env7,3,?,34.5954,tool,0
13,1,5,215.6574,35.7492,Town9,env9,1,paul mcartney,23.7618,face,1
14,1,5,215.6574,35.7492,Town9,env9,2,?,11.1463,fruitveg,0
15,1,5,215.6574,35.7492,Town9,env9,3,?,0.8392,tool,0
16,1,6,251.4529,27.0719,Town10,env10,1,?,25.5592,face,0
17,1,6,251.4529,27.0719,Town10,env10,2,?,0.8384,animal,0
18,1,6,251.4529,27.0719,Town10,env10,3,?,0.6724,fruitveg,0
19,1,7,278.5711,30.3982,Town11,env11,1,johnny depp,8.0685,face,1
20,1,7,278.5711,30.3982,Town11,env11,2,hammer,1.9509,tool,1
21,1,7,278.5711,30.3982,Town11,env11,3,?,20.3769,fruitveg,0
22,1,8,309.0154,10.8872,Town4,env4,1,?,9.3517,face,0
23,1,8,309.0154,10.8872,Town4,env4,2,?,0.7823,animal,0
24,1,8,309.0154,10.8872,Town4,env4,3,?,0.7515,tool,0
25,1,9,319.9495,17.1131,Town8,env8,1,dog,10.3683,animal,1
26,1,9,319.9495,17.1131,Town8,env8,2,orange,1.48,fruitveg,1
27,1,9,319.9495,17.1131,Town8,env8,3,katy perry,5.2629,face,0
28,1,10,337.1086,12.8769,Town2,env2,1,?,11.3887,face,0
29,1,10,337.1086,12.8769,Town2,env2,2,?,0.7511,fruitveg,0
30,1,10,337.1086,12.8769,Town2,env2,3,?,0.7354,tool,0
31,1,11,350.0323,11.1623,Town1,env1,1,?,9.6736,face,0
32,1,11,350.0323,11.1623,Town1,env1,2,?,0.7361,animal,0
33,1,11,350.0323,11.1623,Town1,env1,3,?,0.7507,fruitveg,0
34,1,12,361.241,17.8356,Town6,env6,1,taylor swift,4.697,face,1
35,1,12,361.241,17.8356,Town6,env6,2,cow,9.7764,animal,1
36,1,12,361.241,17.8356,Town6,env6,3,measuring tape,3.3603,tool,1
37,2,1,1.0014,17.3436,Town2,env2,1,mark zuckerberg,11.6044,face,1
38,2,1,1.0014,17.3436,Town2,env2,2,cucumber,3.5042,fruitveg,1
39,2,1,1.0014,17.3436,Town2,env2,3,scissors,2.231,tool,1
40,2,2,18.3865,6.301,Town11,env11,1,johnny depp,3.7658,face,1
41,2,2,18.3865,6.301,Town11,env11,2,carrot,1.447,fruitveg,1
42,2,2,18.3865,6.301,Town11,env11,3,hammer,1.0863,tool,1
43,2,3,24.728,14.184,Town1,env1,1,george clooney,10.5026,face,1
44,2,3,24.728,14.184,Town1,env1,2,lettuce,2.2883,fruitveg,1
45,2,3,24.728,14.184,Town1,env1,3,zebra,1.3912,animal,1
46,2,4,38.9524,12.5887,Town6,env6,1,taylor swift,3.2857,face,1
47,2,4,38.9524,12.5887,Town6,env6,2,cow,6.7977,animal,1
48,2,4,38.9524,12.5887,Town6,env6,3,measuring tape,2.5034,tool,1
49,2,5,51.5821,11.1182,Town7,env7,1,jim parsons,3.2861,face,1
50,2,5,51.5821,11.1182,Town7,env7,2,drill,3.7424,tool,1
51,2,5,51.5821,11.1182,Town7,env7,3,giraffe,4.0879,animal,1
52,2,6,62.741,17.376,Town5,env5,1,benedict cumberbatch,6.4219,face,1
53,2,6,62.741,17.376,Town5,env5,2,watermelon,5.7134,fruitveg,1
54,2,6,62.741,17.376,Town5,env5,3,flamingo,5.239,animal,1
55,2,7,80.1591,17.152,Town12,env12,1,zooey deschanel,9.9507,face,1
56,2,7,80.1591,17.152,Town12,env12,2,stapler,4.3754,tool,1
57,2,7,80.1591,17.152,Town12,env12,3,apple,2.8239,fruitveg,1
58,2,8,97.3519,11.9819,Town4,env4,1,saw,3.638,tool,1
59,2,8,97.3519,11.9819,Town4,env4,2,alligator,3.5506,animal,1
60,2,8,97.3519,11.9819,Town4,env4,3,natalie portman,4.7915,face,1
61,2,9,109.3754,6.0542,Town8,env8,1,beyonce,3.142,face,1
62,2,9,109.3754,6.0542,Town8,env8,2,dog,1.3924,animal,1
63,2,9,109.3754,6.0542,Town8,env8,3,orange,1.518,fruitveg,1
64,2,10,115.4704,15.271,Town9,env9,1,paul mcartney,9.264,face,1
65,2,10,115.4704,15.271,Town9,env9,2,bananas,3.2469,fruitveg,1
66,2,10,115.4704,15.271,Town9,env9,3,wrench,2.7582,tool,1
67,2,11,130.7821,17.5672,Town3,env3,1,emma watson,7.5589,face,1
68,2,11,130.7821,17.5672,Town3,env3,2,screwdriver,8.4711,tool,1
69,2,11,130.7821,17.5672,Town3,env3,3,bear,1.5354,animal,1
70,2,12,148.3901,16.5128,Town10,env10,1,katy perry,3.999,face,1
71,2,12,148.3901,16.5128,Town10,env10,2,grapes,2.0077,fruitveg,1
72,2,12,148.3901,16.5128,Town10,env10,3,duck,10.504,animal,1
73,3,1,1.0019,7.3414,Town8,env8,1,beyonce,4.4272,face,1
74,3,1,1.0019,7.3414,Town8,env8,2,oranges,1.9988,fruitveg,1
75,3,1,1.0019,7.3414,Town8,env8,3,dog,0.9114,animal,1
