index,run,trial,onset,duration,town,pic,itemNum,resp,respRT
1,3,1,1.001931457,10.58299624,Town8,env8,1,beyonce,4.68317458
2,3,1,1.001931457,10.58299624,Town8,env8,2,orange,0.911586612
3,3,1,1.001931457,10.58299624,Town8,env8,3,puppy,4.984261407
4,3,2,11.63232107,11.33285895,Town10,env10,1,katy perry,4.407333557
5,3,2,11.63232107,11.33285895,Town10,env10,2,grapesj,1.63136101
6,3,2,11.63232107,11.33285895,Town10,env10,3,duck,5.292327537
7,3,3,23.01184185,7.457552502,Town9,env9,1,paul,4.048932583
8,3,3,23.01184185,7.457552502,Town9,env9,2,wrench,1.800256164
9,3,3,23.01184185,7.457552502,Town9,env9,3,banana,1.606384331
10,3,4,30.51677634,10.40115718,Town5,env5,1,benedict,3.288420794
11,3,4,30.51677634,10.40115718,Town5,env5,2,screwdriver,6.887591367
12,3,4,30.51677634,10.40115718,Town5,env5,3,,0.223209514
13,3,5,40.96430896,9.457099986,Town12,env12,1,zoey,4.856740331
14,3,5,40.96430896,9.457099986,Town12,env12,2,stapler,2.126985889
15,3,5,40.96430896,9.457099986,Town12,env12,3,apple,2.471651452
16,3,6,50.46777676,5.803043593,Town3,env3,1,,4.96909856
17,3,6,50.46777676,5.803043593,Town3,env3,2,,0.464140117
18,3,6,50.46777676,5.803043593,Town3,env3,3,,0.368031783
19,3,7,56.31722347,40.32132459,Town4,env4,1,saw ,31.88555546
20,3,7,56.31722347,40.32132459,Town4,env4,2,alligator,2.391263433
21,3,7,56.31722347,40.32132459,Town4,env4,3,,6.042607868
22,3,8,96.68587927,10.73715941,Town6,env6,1,emma watson,9.456931871
23,3,8,96.68587927,10.73715941,Town6,env6,2,bear,0.687524326
24,3,8,96.68587927,10.73715941,Town6,env6,3,,0.590987168
25,3,9,107.4694308,9.186324988,Town11,env11,1,johnny depp,5.097869813
26,3,9,107.4694308,9.186324988,Town11,env11,2,hammr,2.958063538
27,3,9,107.4694308,9.186324988,Town11,env11,3,carrot,1.128670823
28,3,10,116.7019317,3.489951471,Town1,env1,1,,2.544307572
29,3,10,116.7019317,3.489951471,Town1,env1,2,,0.424162258
30,3,10,116.7019317,3.489951471,Town1,env1,3,,0.519510183
31,3,11,120.2386547,6.120501166,Town2,env2,1,,2.607467257
32,3,11,120.2386547,6.120501166,Town2,env2,2,,3.296158433
33,3,11,120.2386547,6.120501166,Town2,env2,3,,0.215035999
34,3,12,126.4056452,7.736844376,Town7,env7,1,sheldon,2.83340615
35,3,12,126.4056452,7.736844376,Town7,env7,2,drill,2.367186202
36,3,12,126.4056452,7.736844376,Town7,env7,3,giraffe,2.534353951
37,4,1,1.002047711,9.853266436,Town9,env9,1,paul mccartney,6.282096973
38,4,1,1.002047711,9.853266436,Town9,env9,2,wrench ,2.335039136
39,4,1,1.002047711,9.853266436,Town9,env9,3,banana,1.232201609
40,4,2,10.90162153,23.26563842,Town2,env2,1,mark,20.33779392
41,4,2,10.90162153,23.26563842,Town2,env2,2,cucumber,1.847698637
42,4,2,10.90162153,23.26563842,Town2,env2,3,scissors,1.078351331
43,4,3,34.21328509,5.227450917,Town1,env1,1,clooney,4.018053344
44,4,3,34.21328509,5.227450917,Town1,env1,2,,1.030800963
45,4,3,34.21328509,5.227450917,Town1,env1,3,,0.176306743
46,4,4,39.48740909,6.44813009,Town5,env5,1,benedict,2.776085495
47,4,4,39.48740909,6.44813009,Town5,env5,2,flamingo,1.583529007
48,4,4,39.48740909,6.44813009,Town5,env5,3,watermelon,2.086736738
49,4,5,45.98272003,7.073993223,Town8,env8,1,beyonce,2.808785654
50,4,5,45.98272003,7.073993223,Town8,env8,2,oramge,3.111836314
51,4,5,45.98272003,7.073993223,Town8,env8,3,puppy,1.151479775
52,4,6,53.10281149,10.10442807,Town7,env7,1,drill,3.777143906
53,4,6,53.10281149,10.10442807,Town7,env7,2,sheldon,2.165993899
54,4,6,53.10281149,10.10442807,Town7,env7,3,giraffe,4.159513418
55,4,7,63.25320672,8.769080532,Town11,env11,1,depp,4.56862654
56,4,7,63.25320672,8.769080532,Town11,env11,2,hammer,2.55043883
57,4,7,63.25320672,8.769080532,Town11,env11,3,carrot,1.648199275
58,4,8,72.06877957,13.85782859,Town3,env3,1,bear,10.18565793
59,4,8,72.06877957,13.85782859,Town3,env3,2,emma watson,2.631511451
60,4,8,72.06877957,13.85782859,Town3,env3,3,,1.038729907
61,4,9,85.97246898,9.356066664,Town4,env4,1,saw,6.436181911
62,4,9,85.97246898,9.356066664,Town4,env4,2,alligator,2.093717097
63,4,9,85.97246898,9.356066664,Town4,env4,3,,0.824062312
64,4,10,95.37430629,8.250206216,Town12,env12,1,zoey,4.345206997
65,4,10,95.37430629,8.250206216,Town12,env12,2,apple,2.055436483
66,4,10,95.37430629,8.250206216,Town12,env12,3,stapler,1.847814246
67,4,11,103.671305,9.833827735,Town10,env10,1,katy perry,4.017045362
68,4,11,103.671305,9.833827735,Town10,env10,2,grapes,1.830021122
69,4,11,103.671305,9.833827735,Town10,env10,3,duck,3.98494863
70,4,12,113.5509072,9.53101641,Town6,env6,1,,8.963094572
71,4,12,113.5509072,9.53101641,Town6,env6,2,,0.182701529
72,4,12,113.5509072,9.53101641,Town6,env6,3,,0.383359286
73,5,1,1.001273432,8.720377839,Town4,env4,1,natalie portman,6.069531969
74,5,1,1.001273432,8.720377839,Town4,env4,2,saw ,1.302209483
75,5,1,1.001273432,8.720377839,Town4,env4,3,alligator,1.344573766
76,5,2,9.768600739,18.88143642,Town12,env12,1,zoey,10.28940919
77,5,2,9.768600739,18.88143642,Town12,env12,2,stapler,2.358485846
78,5,2,9.768600739,18.88143642,Town12,env12,3,apple,6.231771697
79,5,3,28.69669674,24.80746534,Town6,env6,1,hermoine,20.87900866
80,5,3,28.69669674,24.80746534,Town6,env6,2,bear,1.055463923
81,5,3,28.69669674,24.80746534,Town6,env6,3,,2.871085661
82,5,4,53.55121251,12.05618045,Town9,env9,1,paul mccartney,5.967585764
83,5,4,53.55121251,12.05618045,Town9,env9,2,banana,2.120260034
84,5,4,53.55121251,12.05618045,Town9,env9,3,,3.966500622
85,5,5,65.65384555,5.232968747,Town8,env8,1,beyonce,3.016840452
86,5,5,65.65384555,5.232968747,Town8,env8,2,orange,1.064466194
87,5,5,65.65384555,5.232968747,Town8,env8,3,puppy,1.149869567
88,5,6,70.93349346,28.11403215,Town10,env10,1,katy perry,5.265886243
89,5,6,70.93349346,28.11403215,Town10,env10,2,grape,7.286083891
90,5,6,70.93349346,28.11403215,Town10,env10,3,duck,15.5602325
91,5,7,99.09487566,11.98805184,Town3,env3,1,,11.29907559
92,5,7,99.09487566,11.98805184,Town3,env3,2,,0.247746092
93,5,7,99.09487566,11.98805184,Town3,env3,3,,0.439283098
94,5,8,111.1301557,9.177375998,Town2,env2,1,zuckerberg,4.799984769
95,5,8,111.1301557,9.177375998,Town2,env2,2,cucumber,1.438439466
96,5,8,111.1301557,9.177375998,Town2,env2,3,scissors,2.937019566
97,5,9,120.3544702,9.65611745,Town11,env11,1,johnny depp,5.688300291
98,5,9,120.3544702,9.65611745,Town11,env11,2,hammr,2.774510718
99,5,9,120.3544702,9.65611745,Town11,env11,3,carrot,1.191447087
100,5,10,130.0575323,7.793288038,Town5,env5,1,benedict,3.560016991
101,5,10,130.0575323,7.793288038,Town5,env5,2,watermelon,2.519401951
102,5,10,130.0575323,7.793288038,Town5,env5,3,flamingo,1.712054029
103,5,11,137.897093,5.530019096,Town1,env1,1,clooney,4.816891842
104,5,11,137.897093,5.530019096,Town1,env1,2,,0.264260058
105,5,11,137.897093,5.530019096,Town1,env1,3,,0.446742796
106,5,12,143.4734789,15.18437826,Town7,env7,1,sheldon,2.984277808
107,5,12,143.4734789,15.18437826,Town7,env7,2,drill,8.670983995
108,5,12,143.4734789,15.18437826,Town7,env7,3,giraffe,3.527400224
