index,run,trial,onset,duration,town,pic,itemNum,resp,respRT,itemType,acc
1,1,1,1.0012,38.7033,Town5,env5,1,?,36.5901,face,0
2,1,1,1.0012,38.7033,Town5,env5,2,?,1.4224,animal,0
3,1,1,1.0012,38.7033,Town5,env5,3,?,0.687,fruitveg,0
4,1,2,39.7465,59.9799,Town7,env7,1,Zuckerberg,55.4267,tool ,0
5,1,2,39.7465,59.9799,Town7,env7,2,Cucumber,2.8157,animal,0
6,1,2,39.7465,59.9799,Town7,env7,3,Scissors,1.7355,face,0
7,1,3,99.7686,42.2785,Town3,env3,1,Clooney,4.549,animal,0
8,1,3,99.7686,42.2785,Town3,env3,2,Zebra,5.2795,face,0
9,1,3,99.7686,42.2785,Town3,env3,3,?,32.4481,tool,0
10,1,4,142.089,13.1097,Town8,env8,1,Zoey Deschanel,9.9093,fruitveg,0
11,1,4,142.089,13.1097,Town8,env8,2,Stapler,1.7112,animal,0
12,1,4,142.089,13.1097,Town8,env8,3,Apple,1.4874,face,0
13,1,5,155.2408,18.6694,Town4,env4,1,Jim,12.4528,tool,0
14,1,5,155.2408,18.6694,Town4,env4,2,Power tool,1.6392,animal,0
15,1,5,155.2408,18.6694,Town4,env4,3,Giraffe,4.5755,face,0
16,1,6,173.9522,13.3374,Town10,env10,1,Carrot,6.3373,animal,0
17,1,6,173.9522,13.3374,Town10,env10,2,Hammer,1.5033,face,0
18,1,6,173.9522,13.3374,Town10,env10,3,Johnny Depp,5.4949,fruitveg,0
19,1,7,187.3313,39.0216,Town2,env2,1,Taylor Swift,17.8383,face,0
20,1,7,187.3313,39.0216,Town2,env2,2,Cow,4.4488,tool,0
21,1,7,187.3313,39.0216,Town2,env2,3,?,16.7328,fruitveg,0
22,1,8,226.3956,13.5959,Town1,env1,1,Blue berries,8.6357,animal,0
23,1,8,226.3956,13.5959,Town1,env1,2,Katy Perry,3.9347,face,0
24,1,8,226.3956,13.5959,Town1,env1,3,Duck,1.0237,fruitveg,0
25,1,9,240.0338,24.0025,Town9,env9,1,Natalie Portman,21.4345,face,0
26,1,9,240.0338,24.0025,Town9,env9,2,Wrench,1.3755,tool,1
27,1,9,240.0338,24.0025,Town9,env9,3,Bananas,1.1906,fruitveg,1
28,1,10,264.078,43.5213,Town12,env12,1,Bear,22.7807,face,0
29,1,10,264.078,43.5213,Town12,env12,2,Emma Watson,3.4163,fruitveg,0
30,1,10,264.078,43.5213,Town12,env12,3,?,17.3226,tool,0
31,1,11,307.6417,33.7938,Town6,env6,1,Puppy,16.0536,tool,0
32,1,11,307.6417,33.7938,Town6,env6,2,Natalie Portman,9.3531,animal,0
33,1,11,307.6417,33.7938,Town6,env6,3,Screwdriver,8.3852,face,0
34,1,12,341.4773,21.4489,Town11,env11,1,Clooney,14.7373,tool,0
35,1,12,341.4773,21.4489,Town11,env11,2,Lettuce,2.6229,face,0
36,1,12,341.4773,21.4489,Town11,env11,3,Flamingo,4.0867,fruitveg,0
37,2,1,1.0011,46.2533,Town1,env1,1,Clooney,36.0396,face,1
38,2,1,1.0011,46.2533,Town1,env1,2,Zebra,8.0576,animal,1
39,2,1,1.0011,46.2533,Town1,env1,3,Lettuce,2.1521,fruitveg,1
40,2,2,47.297,67.7734,Town6,env6,1,Natalie Portman,42.64,tool,0
41,2,2,47.297,67.7734,Town6,env6,2,Banana,23.6998,animal,0
42,2,2,47.297,67.7734,Town6,env6,3,Wrench,1.4318,face,0
43,2,3,115.1123,33.5906,Town9,env9,1,Paul McCartney,7.2559,face,1
44,2,3,115.1123,33.5906,Town9,env9,2,Banana,25.2288,fruitveg,1
45,2,3,115.1123,33.5906,Town9,env9,3,Wrench,1.104,tool,1
46,2,4,148.745,10.9807,Town5,env5,1,Johnny Depp,7.9955,face,0
47,2,4,148.745,10.9807,Town5,env5,2,Carrot,1.64,animal,0
48,2,4,148.745,10.9807,Town5,env5,3,Hammer,1.3434,fruitveg,0
49,2,5,159.7678,14.4374,Town8,env8,1,Puppy,5.6902,animal,1
50,2,5,159.7678,14.4374,Town8,env8,2,Beyonce,5.8576,face,1
51,2,5,159.7678,14.4374,Town8,env8,3,Lemons,2.8879,fruitveg,1
52,2,6,174.2473,63.9513,Town4,env4,1,?,62.5986,tool,0
53,2,6,174.2473,63.9513,Town4,env4,2,?,0.8231,animal,0
54,2,6,174.2473,63.9513,Town4,env4,3,?,0.5275,face,0
55,2,7,238.2412,10.0855,Town2,env2,1,Mark Zuckerberg,5.6445,face,1
