index,run,trial,onset,duration,town,pic,itemNum,resp,respRT,itemType,acc
1,1,1,1.002,30.8752,Town8,env8,1,grape,20.928,face,0
2,1,1,1.002,30.8752,Town8,env8,2,puppy,4.231,animal,1
3,1,1,1.002,30.8752,Town8,env8,3,screwdriver,5.7121,fruitveg,0
4,1,2,31.9236,27.2322,Town7,env7,1,Katy Perry,13.2482,face,0
5,1,2,31.9236,27.2322,Town7,env7,2,cucumber,5.5109,animal,0
6,1,2,31.9236,27.2322,Town7,env7,3,apple,8.4711,tool,0
7,1,3,59.2024,34.3864,Town5,env5,1,stapler,7.9931,face,0
8,1,3,59.2024,34.3864,Town5,env5,2,Mark zukerberg,15.094,animal,0
9,1,3,59.2024,34.3864,Town5,env5,3,lettuce,11.2975,fruitveg,0
10,1,4,93.6357,48.4658,Town3,env3,1,Beoncye orange drill,39.5374,face,0
11,1,4,93.6357,48.4658,Town3,env3,2,drill,5.6799,animal,0
12,1,4,93.6357,48.4658,Town3,env3,3,orange,3.2467,tool,0
13,1,5,142.1484,69.4669,Town10,env10,1,dr strange,9.8532,face,0
14,1,5,142.1484,69.4669,Town10,env10,2,bear,46.739,animal,0
15,1,5,142.1484,69.4669,Town10,env10,3,jonney depp apple,12.8728,fruitveg,0
16,1,6,211.6618,84.6171,Town11,env11,1,emma watson,44.0618,face,0
17,1,6,211.6618,84.6171,Town11,env11,2,giraffe,6.1975,fruitveg,0
18,1,6,211.6618,84.6171,Town11,env11,3,grapes ,34.3559,tool,0
19,1,7,296.3255,35.637,Town12,env12,1,tape measure,7.3208,face,0
20,1,7,296.3255,35.637,Town12,env12,2,taylor swift,3.336,fruitveg,0
21,1,7,296.3255,35.637,Town12,env12,3,puppy,24.9783,tool,0
22,1,8,332.0099,23.4655,Town6,env6,1,?,21.7927,face,0
23,1,8,332.0099,23.4655,Town6,env6,2,?,0.863,animal,0
24,1,8,332.0099,23.4655,Town6,env6,3,?,0.8079,tool,0
25,1,9,355.5222,22.4461,Town2,env2,1,?,20.5963,face,0
26,1,9,355.5222,22.4461,Town2,env2,2,?,0.7912,fruitveg,0
27,1,9,355.5222,22.4461,Town2,env2,3,?,1.0568,tool,0
28,1,10,378.0152,4.5288,Town9,env9,1,?,3.2166,face,0
29,1,10,378.0152,4.5288,Town9,env9,2,?,0.6315,fruitveg,0
30,1,10,378.0152,4.5288,Town9,env9,3,?,0.6789,tool,0
31,1,11,382.5907,9.6565,Town4,env4,1,>,6.6798,face,0
32,1,11,382.5907,9.6565,Town4,env4,2,?,2.1197,animal,0
33,1,11,382.5907,9.6565,Town4,env4,3,?,0.8552,tool,0
34,1,12,392.2939,2.9764,Town1,env1,1,?,1.6568,face,0
35,1,12,392.2939,2.9764,Town1,env1,2,?,0.6943,animal,0
36,1,12,392.2939,2.9764,Town1,env1,3,?,0.6236,fruitveg,0
37,2,1,1.0013,144.139,Town4,env4,1,parsons,108.2343,face,0
38,2,1,1.0013,144.139,Town4,env4,2,giraffe ,5.3432,animal,0
39,2,1,1.0013,144.139,Town4,env4,3,drill,30.5575,tool,0
40,2,2,145.1845,112.8281,Town6,env6,1,?,110.4032,face,0
41,2,2,145.1845,112.8281,Town6,env6,2,?,1.2316,animal,0
42,2,2,145.1845,112.8281,Town6,env6,3,?,1.1914,tool,0
43,2,3,258.0562,87.2217,Town2,env2,1,sissors,53.4796,tool,1
44,2,3,258.0562,87.2217,Town2,env2,2,cucumbor ,30.7804,fruitveg,1
45,2,3,258.0562,87.2217,Town2,env2,3,zuckerberg,2.9598,face,1
46,2,4,345.3223,27.675,Town1,env1,1,lettuce ,19.4494,fruitveg,1
47,2,4,345.3223,27.675,Town1,env1,2,clooney,5.4796,face,1
48,2,4,345.3223,27.675,Town1,env1,3,zebra,2.7442,animal,1
49,2,5,373.0408,25.1607,Town11,env11,1,carrot,13.4477,fruitveg,1
50,2,5,373.0408,25.1607,Town11,env11,2,hammer,2.9435,tool,1
51,2,5,373.0408,25.1607,Town11,env11,3,mcartney,8.7678,face,0
52,2,6,398.2453,36.5022,Town10,env10,1,duck,27.606,animal,1
53,2,6,398.2453,36.5022,Town10,env10,2,grapes,3.4391,fruitveg,1
54,2,6,398.2453,36.5022,Town10,env10,3,katy perry,5.4551,face,1
55,2,7,434.791,47.9138,Town3,env3,1,watts,39.4257,face,1
56,2,7,434.791,47.9138,Town3,env3,2,bear,1.5193,animal,1
57,2,7,434.791,47.9138,Town3,env3,3,screwdriver,6.9669,tool,1
58,2,8,482.75,62.4518,Town12,env12,1,apple,14.4536,fruitveg,1
59,2,8,482.75,62.4518,Town12,env12,2,stapler,5.4313,tool,1
60,2,8,482.75,62.4518,Town12,env12,3,?,42.565,face,0
61,2,9,545.2455,67.4698,Town8,env8,1,?,65.1661,face,0
62,2,9,545.2455,67.4698,Town8,env8,2,?,1.2706,animal,0
63,2,9,545.2455,67.4698,Town8,env8,3,?,1.0312,fruitveg,0
64,2,10,612.759,12.4872,Town7,env7,1,?,10.6709,face,0
65,2,10,612.759,12.4872,Town7,env7,2,?,0.8544,animal,0
66,2,10,612.759,12.4872,Town7,env7,3,?,0.96,tool,0
67,2,11,625.2892,55.9453,Town9,env9,1,wrench,34.6685,tool,1
68,2,11,625.2892,55.9453,Town9,env9,2,mcarntey,8.9887,face,1
69,2,11,625.2892,55.9453,Town9,env9,3,banana,12.2864,fruitveg,1
70,2,12,681.2781,25.6137,Town5,env5,1,flamigo with no head,17.4803,animal,1
71,2,12,681.2781,25.6137,Town5,env5,2,watermelon,2.1286,fruitveg,1
72,2,12,681.2781,25.6137,Town5,env5,3,dr strange,6.0029,face,1
73,3,1,1.0012,138.7074,Town6,env6,1,sissors,129.5295,tool,0
74,3,1,1.0012,138.7074,Town6,env6,2,cucumber,5.7975,animal,0
