index,run,trial,onset,duration,town,pic,itemNum,resp,respRT,itemType,acc
1,1,1,1.0012,22.8444,Town10,env10,1,?,16.6176,animal,0
2,1,1,1.0012,22.8444,Town10,env10,2,?,4.8793,face,0
3,1,1,1.0012,22.8444,Town10,env10,3,?,1.3437,fruitveg,0
4,1,2,23.8912,9.5908,Town3,env3,1,?,6.0463,animal,0
5,1,2,23.8912,9.5908,Town3,env3,2,?,1.6892,face,0
6,1,2,23.8912,9.5908,Town3,env3,3,?,1.8535,tool,0
7,1,3,33.5281,15.7032,Town5,env5,1,?,13.8479,face,0
8,1,3,33.5281,15.7032,Town5,env5,2,?,0.8868,animal,0
9,1,3,33.5281,15.7032,Town5,env5,3,?,0.9666,fruitveg,0
10,1,4,49.2775,6.8134,Town4,env4,1,?,5.1653,tool,0
11,1,4,49.2775,6.8134,Town4,env4,2,?,0.8225,animal,0
12,1,4,49.2775,6.8134,Town4,env4,3,?,0.8239,face,0
13,1,5,56.1367,20.2525,Town11,env11,1,?,8.8588,tool,0
14,1,5,56.1367,20.2525,Town11,env11,2,?,0.9033,fruitveg,0
15,1,5,56.1367,20.2525,Town11,env11,3,johnny depp,10.4885,face,1
16,1,6,76.4354,7.7273,Town2,env2,1,?,5.9741,face,0
17,1,6,76.4354,7.7273,Town2,env2,2,?,0.88,tool,0
18,1,6,76.4354,7.7273,Town2,env2,3,?,0.8713,fruitveg,0
19,1,7,84.2092,17.1338,Town8,env8,1,?,9.4615,fruitveg,0
20,1,7,84.2092,17.1338,Town8,env8,2,drill,3.8243,animal,0
21,1,7,84.2092,17.1338,Town8,env8,3,?,3.8462,face,0
22,1,8,101.3888,4.7234,Town9,env9,1,?,2.3309,fruitveg,0
23,1,8,101.3888,4.7234,Town9,env9,2,?,0.8306,face,0
24,1,8,101.3888,4.7234,Town9,env9,3,?,1.56,tool,0
25,1,9,106.1584,8.0657,Town12,env12,1,?,6.1688,face,0
26,1,9,106.1584,8.0657,Town12,env12,2,?,0.8802,fruitveg,0
27,1,9,106.1584,8.0657,Town12,env12,3,?,1.0149,tool,0
28,1,10,114.2701,4.146,Town7,env7,1,?,2.3125,tool ,0
29,1,10,114.2701,4.146,Town7,env7,2,?,0.9119,animal,0
30,1,10,114.2701,4.146,Town7,env7,3,?,0.9199,face,0
31,1,11,118.4626,4.3446,Town1,env1,1,?,2.36,animal,0
32,1,11,118.4626,4.3446,Town1,env1,2,?,0.8636,face,0
33,1,11,118.4626,4.3446,Town1,env1,3,?,1.1193,fruitveg,0
